measure	row	version	bold_header	indent_header	worksheet	redcap	column
Overall Quality of Life	539	3.0u11.01.16	QoLiE-31	QoLiE-31	Template	NA	NA
Emotional Well-being	540	3.0u11.01.16	QoLiE-31	QoLiE-31	Template	NA	NA
Energy / Fatigue	541	3.0u11.01.16	QoLiE-31	QoLiE-31	Template	NA	NA
Cognitive Functioning	542	3.0u11.01.16	QoLiE-31	QoLiE-31	Template	NA	NA
Medication Effects	543	3.0u11.01.16	QoLiE-31	QoLiE-31	Template	NA	NA
Social Functioning	544	3.0u11.01.16	QoLiE-31	QoLiE-31	Template	NA	NA
Overall Score	545	3.0u11.01.16	QoLiE-31	QoLiE-31	Template	NA	NA
ABAS-II	546	3.0u11.01.16	ABAS-II	ABAS-II	Template	NA	NA
General Adaptive Composite	547	3.0u11.01.16	ABAS-II	ABAS-II	Template	NA	NA
Conceptual Composite	548	3.0u11.01.16	ABAS-II	ABAS-II	Template	NA	NA
Communication	549	3.0u11.01.16	ABAS-II	Conceptual Composite	Template	NA	NA
Functional Academics	550	3.0u11.01.16	ABAS-II	Conceptual Composite	Template	NA	NA
Self-Direction	551	3.0u11.01.16	ABAS-II	Conceptual Composite	Template	NA	NA
Social Composite	552	3.0u11.01.16	ABAS-II	ABAS-II	Template	NA	NA
Leisure	553	3.0u11.01.16	ABAS-II	Social Composite	Template	NA	NA
Social	554	3.0u11.01.16	ABAS-II	Social Composite	Template	NA	NA
Practical Composite	555	3.0u11.01.16	ABAS-II	ABAS-II	Template	NA	NA
Community Use	556	3.0u11.01.16	ABAS-II	Practical Composite	Template	NA	NA
Home Living	557	3.0u11.01.16	ABAS-II	Practical Composite	Template	NA	NA
Health & Safety	558	3.0u11.01.16	ABAS-II	Practical Composite	Template	NA	NA
Self-Care	559	3.0u11.01.16	ABAS-II	Practical Composite	Template	NA	NA
ABAS-3	560	3.0u11.01.16	ABAS-3	ABAS-3	Template	NA	NA
General Adaptive Composite	561	3.0u11.01.16	ABAS-3	ABAS-3	Template	NA	NA
Conceptual Composite	562	3.0u11.01.16	ABAS-3	ABAS-3	Template	NA	NA
Communication	563	3.0u11.01.16	ABAS-3	Conceptual Composite	Template	NA	NA
Functional Academics	564	3.0u11.01.16	ABAS-3	Conceptual Composite	Template	NA	NA
Self-Direction	565	3.0u11.01.16	ABAS-3	Conceptual Composite	Template	NA	NA
Social Composite	566	3.0u11.01.16	ABAS-3	ABAS-3	Template	NA	NA
Leisure	567	3.0u11.01.16	ABAS-3	Social Composite	Template	NA	NA
Social	568	3.0u11.01.16	ABAS-3	Social Composite	Template	NA	NA
Practical Composite	569	3.0u11.01.16	ABAS-3	ABAS-3	Template	NA	NA
Community Use	570	3.0u11.01.16	ABAS-3	Practical Composite	Template	NA	NA
Home Living	571	3.0u11.01.16	ABAS-3	Practical Composite	Template	NA	NA
Health & Safety	572	3.0u11.01.16	ABAS-3	Practical Composite	Template	NA	NA
Self-Care	573	3.0u11.01.16	ABAS-3	Practical Composite	Template	NA	NA
FACT-Br	574	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Physical Well-being	575	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Social/Family Well-being	576	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Relationship with MD	577	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Emotional Well-being	578	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Functional Well-being	579	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Brain Specific Concerns	580	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Total Fact-G	581	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
Fatigue (raw/ 52)	582	3.0u11.01.16	FACT-Br	FACT-Br	Template	NA	NA
MAQ	583	3.0u11.01.16	MAQ	MAQ	Template	NA	NA
Physiological Panic	584	3.0u11.01.16	MAQ	MAQ	Template	maq_physio_panic	4
Social Phobia	585	3.0u11.01.16	MAQ	MAQ	Template	maq_soc_pho	4
Worry / Fears	586	3.0u11.01.16	MAQ	MAQ	Template	maq_worry_fear	4
Negative Affectivity	587	3.0u11.01.16	MAQ	MAQ	Template	maq_neg_aff	4
Total MAQ	588	3.0u11.01.16	MAQ	MAQ	Template	maq_tot	4
PDQ-39	589	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Mobility	590	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
ADL	591	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Emotional	592	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Stigma	593	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Social	594	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Cognition	595	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Communication	596	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Body Discomfort	597	3.0u11.01.16	PDQ-39	PDQ-39	Template	NA	NA
Personality Assessment Inventory	598	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Inconsistency (ICN)	599	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Infrequency (INF)	600	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Negative Impression (NIM)	601	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Positive Impression (PIM)	602	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Somatic Complaints (SOM)	603	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Anxiety (ANX)	604	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Anxiety-Related Disorders (ARD)	605	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Depression (DEP)	606	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Mania (MAN)	607	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Paranoia (PAR)	608	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Schizophrenia (SCZ)	609	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Borderline Features (BOR)	610	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Antisocial Features (ANT)	611	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Alcohol Problems (ALC)	612	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Drug Problems (DRG)	613	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Aggression (AGG)	614	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Suicidal Ideation (SUI)	615	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Stress (STR)	616	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Nonsupport (NON)	617	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Treatment Rejection (RXR)	618	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Dominance (DOM)	619	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Warmth (WRM)	620	3.0u11.01.16	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Traumatic Symptom Inventory	621	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Atypical Response (ATR)	622	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Response Level (RL)	623	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Inconsistent Response (INC)	624	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Anxious Arousal (AA)	625	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Depression (DEP)	626	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Anger-Irritability (AI)	627	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Intrusive Experiences (IE)	628	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Defensive Avoidance (DA)	629	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Dissociation (DIS)	630	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Sexual Concerns (SC)	631	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Dysfxn Sexual Behavior (DSB)	632	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Impaired Self-reference (ISR)	633	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Tension Reduction Behavior (TRB)	634	3.0u11.01.16	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
MMPI-Rf	635	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
L-r: Uncommon Virtues	636	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
F-r: Infrequent Responses	637	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
K-r: Adjustment Validity	638	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
EID: Emotional/Internalizing Dysfxn	639	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
THD: Thought Dysfunction	640	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
BDX: Behavioral/Externalizing Dysfxn	641	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RCd: Demoralization	642	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC1: Somatic Complaints	643	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC2: Low Positive Emotions	644	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC3: Cynicism	645	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC4: Antisocial Behavior	646	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC6: Ideas of Persecution	647	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC7: Dysfxn Negative Emotions	648	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC8: Aberrant Experiences	649	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC9: Hypomanic Activation	650	3.0u11.01.16	MMPI-Rf	MMPI-Rf	Template	NA	NA
MMPI-2	651	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
L	652	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
F	653	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
K	654	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
1 - Hs	655	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
2 - D	656	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
3 - Hy	657	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
4 - Pd	658	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
5 - Mf	659	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
6 - Pa	660	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
7 - Pt	661	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
8 - Sc	662	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
9 - Ma	663	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
0 - Si	664	3.0u11.01.16	MMPI-2	MMPI-2	Template	NA	NA
QUEST	665	3.0u11.01.16	QUEST	QUEST	Template	NA	NA
Total Score	666	3.0u11.01.16	QUEST	QUEST	Template	NA	NA
Communication	667	3.0u11.01.16	QUEST	QUEST	Template	NA	NA
Work & Finances	668	3.0u11.01.16	QUEST	QUEST	Template	NA	NA
Hobbies	669	3.0u11.01.16	QUEST	QUEST	Template	NA	NA
Physical	670	3.0u11.01.16	QUEST	QUEST	Template	NA	NA
Psychosocial	671	3.0u11.01.16	QUEST	QUEST	Template	NA	NA
SIMS	672	3.0u11.01.16	SIMS	SIMS	Template	NA	NA
Psychosis	673	3.0u11.01.16	SIMS	SIMS	Template	NA	NA
Neurologic Impairment	674	3.0u11.01.16	SIMS	SIMS	Template	NA	NA
Amnestic Disorders	675	3.0u11.01.16	SIMS	SIMS	Template	NA	NA
Low Intelligence	676	3.0u11.01.16	SIMS	SIMS	Template	NA	NA
Affective Disorders	677	3.0u11.01.16	SIMS	SIMS	Template	NA	NA
Total Score	678	3.0u11.01.16	SIMS	SIMS	Template	NA	NA
PTSD Checklist	679	3.0u11.01.16	PTSD Checklist	PTSD Checklist	Template	NA	NA
Brief Symptom Inventory 18	680	3.0u11.01.16	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Somatization	681	3.0u11.01.16	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Depression	682	3.0u11.01.16	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Anxiety	683	3.0u11.01.16	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
GSI	684	3.0u11.01.16	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
SRS-2 (Self)	685	3.0u11.01.16	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Awr	686	3.0u11.01.16	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Cog	687	3.0u11.01.16	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Com	688	3.0u11.01.16	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Mot	689	3.0u11.01.16	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
RRB (DSM-5)	690	3.0u11.01.16	SRS-2 (Self)	RRB (DSM-5)	Template	NA	NA
SCI (DSM-5)	691	3.0u11.01.16	SRS-2 (Self)	SCI (DSM-5)	Template	NA	NA
SRS Total	692	3.0u11.01.16	SRS-2 (Self)	SCI (DSM-5)	Template	NA	NA
SRS-2 (Other)	693	3.0u11.01.16	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Awr	694	3.0u11.01.16	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Cog	695	3.0u11.01.16	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Com	696	3.0u11.01.16	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Mot	697	3.0u11.01.16	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
RRB (DSM-5)	698	3.0u11.01.16	SRS-2 (Other)	RRB (DSM-5)	Template	NA	NA
SCI (DSM-5)	699	3.0u11.01.16	SRS-2 (Other)	SCI (DSM-5)	Template	NA	NA
SRS Total	700	3.0u11.01.16	SRS Total	SCI (DSM-5)	Template	NA	NA
RAND-36 Health Inventory	701	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Physical Functioning	702	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Role Limitations (physical)	703	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Role Limitations (emotional)	704	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Energy/Fatigue	705	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Emotional Well-being	706	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Social Functioning	707	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Pain	708	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
General Health	709	3.0u11.01.16	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
COGNITIVE STATUS	12	3.0u2.3	COGNITIVE STATUS	COGNITIVE STATUS	Template	NA	NA
Information & Orientation (WMS-III)	14	3.0u2.3	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	Template	wms_io_per	5
Information & Orientation (WMS-III)	14	3.0u2.3	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	Template	wms_io_raw	3
Temporal Orientation	15	3.0u2.3	Temporal Orientation	Temporal Orientation	Template	NA	NA
Mini Mental State Examination	16	3.0u2.3	Mini Mental State Examination	Mini Mental State Examination	Template	NA	NA
R-BANS	17	3.0u2.3	R-BANS	R-BANS	Template	NA	NA
Total Scale	18	3.0u2.3	R-BANS	R-BANS	Template	NA	NA
Immediate Memory	19	3.0u2.3	R-BANS	R-BANS	Template	NA	NA
List Learning	20	3.0u2.3	R-BANS	Immediate Memory	Template	NA	NA
Story Memory	21	3.0u2.3	R-BANS	Immediate Memory	Template	NA	NA
Visuospatial/Constructional	22	3.0u2.3	R-BANS	R-BANS	Template	NA	NA
Figure Copy	23	3.0u2.3	R-BANS	Visuospatial/Constructional	Template	NA	NA
Line Orientation	24	3.0u2.3	R-BANS	Visuospatial/Constructional	Template	NA	NA
Language	25	3.0u2.3	R-BANS	R-BANS	Template	NA	NA
Picture Naming	26	3.0u2.3	R-BANS	Language	Template	NA	NA
Semantic Fluency	27	3.0u2.3	R-BANS	Language	Template	NA	NA
Attention	28	3.0u2.3	R-BANS	R-BANS	Template	NA	NA
Digit Span	29	3.0u2.3	R-BANS	Attention	Template	NA	NA
Coding	30	3.0u2.3	R-BANS	Attention	Template	NA	NA
Delayed Memory	31	3.0u2.3	R-BANS	R-BANS	Template	NA	NA
List Recall	32	3.0u2.3	R-BANS	Delayed Memory	Template	NA	NA
List Recognition	33	3.0u2.3	R-BANS	Delayed Memory	Template	NA	NA
Story Recall	34	3.0u2.3	R-BANS	Delayed Memory	Template	NA	NA
Figure Recall	35	3.0u2.3	R-BANS	Delayed Memory	Template	NA	NA
Mattis Dementia Rating Scale-2	36	3.0u2.3	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Attention	37	3.0u2.3	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Initiation / Perseveration	38	3.0u2.3	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Constructional	39	3.0u2.3	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Conceptualization	40	3.0u2.3	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Memory	41	3.0u2.3	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Total Score	42	3.0u2.3	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
INTELLECTUAL ABILITY	44	3.0u2.3	INTELLECTUAL ABILITY	INTELLECTUAL ABILITY	Template	NA	NA
Wechsler Adult Intelligence Scale-IV	46	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	NA	NA
Full Scale IQ	47	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	fsiq	3
Verbal Comprehension Index	48	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	vci	4
Similarities	49	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	sim_raw	3
Similarities	49	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	sim_ss	4
Vocabulary	50	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	voc_raw	3
Vocabulary	50	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	voc_ss	4
Information	51	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	in_raw	3
Information	51	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	in_ss	4
Comprehension	52	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	NA	NA
Perceptual Reasoning Index	53	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	pri	4
Block Design	54	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	bd_raw	3
Block Design	54	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	bd_ss	4
Matrix Reasoning	55	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	mr_raw	3
Matrix Reasoning	55	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	mr_ss	4
Visual Puzzles	56	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	vp_raw	3
Visual Puzzles	56	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	vp_ss	4
Picture Completion	57	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	dsp_raw	3
Picture Completion	57	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	dsp_ss	4
Figure Weights	58	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	NA	NA
Working Memory Index	59	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	wmi	4
Digit Span	60	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	NA	NA
Arithmetic	61	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	ar_raw	3
Arithmetic	61	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	ar_ss	4
L-N Sequencing	62	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	NA	NA
Processing Speed Index	63	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	psi	4
Symbol Search	64	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	ss_raw	3
Symbol Search	64	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	ss_ss	4
Coding	65	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	cd_raw	3
Coding	65	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	cd_ss	4
Cancellation	66	3.0u2.3	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	NA	NA
Wechsler Adult Intelligence Scale-III	67	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Verbal IQ	68	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Performance IQ	69	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Full Scale IQ	70	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Verbal Comprehension Index	71	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Vocabulary	72	3.0u2.3	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Similarities	73	3.0u2.3	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Information	74	3.0u2.3	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Comprehension	75	3.0u2.3	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Perceptual Organization Index	76	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Picture Completion	77	3.0u2.3	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Block Design	78	3.0u2.3	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Matrix Reasoning	79	3.0u2.3	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Picture Arrangement	80	3.0u2.3	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Working Memory Index	81	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Arithmetic	82	3.0u2.3	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
Digit Span	83	3.0u2.3	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
L-N Sequencing	84	3.0u2.3	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
Processing Speed Index	85	3.0u2.3	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Digit Symbol-Coding	86	3.0u2.3	Wechsler Adult Intelligence Scale-III	Processing Speed Index	Template	NA	NA
Symbol Search	87	3.0u2.3	Wechsler Adult Intelligence Scale-III	Processing Speed Index	Template	NA	NA
MEMORY & LEARNING	89	3.0u2.3	MEMORY & LEARNING	MEMORY & LEARNING	Template	NA	NA
Wechsler Memory Scale-IV	91	3.0u2.3	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Auditory Memory Index	92	3.0u2.3	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Logical Memory I	93	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmi_raw	3
Logical Memory I	93	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmi_ss	4
Logical Memory II	94	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmii_raw	3
Logical Memory II	94	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmii_ss	4
LM Recognition	95	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmrec_per	4
LM Recognition	95	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	lmrec_raw	3
Verbal Paired Associates I	96	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpai_raw	3
Verbal Paired Associates I	96	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpai_ss	4
Verbal Paired Associates II	97	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpaii_raw	3
Verbal Paired Associates II	97	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vpaii_ss	4
VPA Recognition	98	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vparec_perc	4
VPA Recognition	98	3.0u2.3	Wechsler Memory Scale-IV	Auditory Memory Index	Template	vparec_raw	3
Visual Memory Index	99	3.0u2.3	Wechsler Memory Scale-IV	Wechsler Memory Scale-IV	Template	NA	NA
Visual Reproduction I	100	3.0u2.3	Wechsler Memory Scale-IV	Visual Memory Index	Template	vri_raw	3
Visual Reproduction I	100	3.0u2.3	Wechsler Memory Scale-IV	Visual Memory Index	Template	vri_ss	4
Visual Reproduction II	101	3.0u2.3	Wechsler Memory Scale-IV	Visual Memory Index	Template	vrii_raw	3
